1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
1,1,1,0.001,0.001,0.001
